id	concatena	primo_cognome	secondo_cognome	terzo_cognome	primo_nome	secondo_nome	terzo_nome	sesso	luogo_di_nascita	data_di_nascita	luogo_di_morte	data_di_morte	facolta	corso	insegnamenti	inizio_carriera_accademica	fine_carriera_accademica	biografia	ambiti_di_ricerca	carriera_extra_acc	riferimenti_bibliografici	riferimenti_archivistici	docente	rettore	inizio_mandato	fine_mandato	docente_illustre	laureato_ad_honorem	prima_donna_docente	autore	revisore
709	BorghesanEmanuele	Borghesan			Emanuele			M					Scienze fisiche, matematiche e naturali		Cultura militare 			Cultura militare (incaricato)			Annuario 1936-37		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
710	RanziIvo	Ranzi			Ivo			M					Scienze fisiche, matematiche e naturali		Fisica sperimentale; Fisica teorica; Fisica superiore			Fisica sperimentale (straordinario); Fisica teorica (incaricato); Fisica superiore (incaricato); 			Annuario 1937-38		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
711	AngioiGiovanni	Angioi			Giovanni			M					Scienze fisiche, matematiche e naturali; Ingegneria mineraria		Geometria descrittiva con disegno; Tecnica ed economia dei trasporti			Geometria descrittiva con disegno (incaricato). Tecnica ed economia dei trasporti (Ingegneria, incaricato); 			Annuario 1937-38		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
712	CerioniAntonio	Cerioni			Antonio			M					Scienze fisiche, matematiche e naturali; Magistero		Cultura militare 			Cultura militare (incaricato)		generale; commendatore; croce d'oro anzianità di servizio, medaglia d'argento lungo comando, 	Annuario 1937-38		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
713	MartinEttore	Martin			Ettore			M					Scienze fisiche, matematiche e naturali		Matematiche superiori 			Matematiche superiori (incaricato)			Annuario 1937-38		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
714	D'AngiòAntonio	D'Angiò			Antonio			M					Farmacia; Magistero		Coltura militare 			Coltura militare (incaricato)			Annuario 1937-38		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
715	ScherilloAntonio	Scherillo			Antonio			M					Scienze fisiche, matematiche e naturali; Farmacia		Mineralogia; Petrografia 			Mineralogia (straordinario); Petrografia (incaricato)			Annuario 1938-39		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
716	CimminoGianfranco	Cimmino			Gianfranco			M					Scienze fisiche, matematiche e naturali		Analisi algebrica; Analisi superiore			Analisi algebrica; Analisi superiore; 			Annuario 1938-39		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
717	DeaglioRomolo	Deaglio			Romolo			M					Scienze fisiche, matematiche e naturali		Fisica sperimentale; Fisica teorica			Fisica sperimentale (straordinario); Fisica teorica (incaricato). Comandato a Torino presso l'istituto Galileo Ferraris (1939-40/40-41)			Annuario 1938-39		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
718	RighiniGuglielmo	Righini			Guglielmo			M					Scienze fisiche, matematiche e naturali		Fisica superiore; Fisica teorica			Fisica superiore (incaricato); Fisica teorica; 			Annuario 1938-39		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
719	MinettiSilvio	Minetti			Silvio			M					Scienze fisiche, matematiche e naturali		Analisi algebrica; Analisi superiore; Analisi matematica infinitesimale			Analisi algebrica; Analisi superiore; Analisi matematica infinitesimale; 			Annuario 1939-40		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
720	ColacevichAttilio	Colacevich			Attilio			M					Scienze fisiche, matematiche e naturali		Astronomia 			Astronomia (incaricato)			Annuario 1939-40		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
721	AymerichGiuseppe	Aymerich			Giuseppe			M		1913-08-10			Scienze fisiche, matematiche e naturali		Istituzioni di matematiche per naturalisti; Fisica matematica; Matematica per chimici; Esercitazioni di Matematica per chimici; Esercitazioni di Meccanica razionale; Matematica per naturalisti	1955	1983	Nato a Cagliari il 10 agosto del 1913, si laureò in Matematica nel 1936 con una tesi sugli invarianti adiabatici, sotto la guida di Dario Graffi. Fu prima assistente volontario nel 1937 e poi incaricato alla Cattedra di Meccanica razionale presso l’ateneo cagliaritano, ottenendo in seguito la libera docenza anche in Fisica matematica, Meccanica razionale ed Elementi di statistica geografica. Richiamato al fronte durante la Seconda Guerra Mondiale, viene inviato sul fronte greco-albanese. Dopo l’armistizio riprende l’attività di ricerca e di insegnamento come professore di Fisica presso il Liceo classico “Dettori” di Cagliari dove insegnerà sino al 1955. Professore ordinario dal 1955 di Meccanica razionale presso la Facoltà di Scienze dell’Università di Cagliari sino alla pensione nel 1983, nel 1970 fu nominato nel Consiglio di Amministrazione dell’Ateneo. Preside della Facoltà di Scienze nel 1974, nello stesso anno fu eletto rettore, ricoprendo tale incarico sino all’ottobre del 1979, in un periodo molto importante per l’ateneo del capoluogo sul piano dell’organizzazione logistica e didattica. Nel 1988 è stata pubblicata una accurata silloge dei suoi studi. È scomparso nel 2013.		Dal 1970 consigliere di amministrazione presso l’Osservatorio astronomico di Carloforte, nominato dal Ministero della Pubblica Istruzione; medaglia d’oro ai Benemeriti della Scuola, della Cultura e dell’Arte. 	Annuario 1941-42		sì	no			no	no	no	Laura Cogoni; Gianluca Scroccu; Eleonora Todde	Eleonora Todde
722	ManunzaFilippo	Manunza			Filippo			M					Scienze fisiche, matematiche e naturali		Esercitazioni di Disegno di elementi di macchine; Scienza delle costruzioni; Meccanica applicata alle macchine			Esercitazioni di disegno di elementi di macchine (incaricato); Scienza delle costruzioni (supplente); Meccanica applicata alle macchine (supplente poi incaricato); 			Annuario 1941-42		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
723	PicassoErnesto	Picasso			Ernesto			M					Scienze fisiche, matematiche e naturali		Istituzioni di Matematiche per chimici con esercitazioni 			Istituzioni di matematiche per chimici con esercitazioni (incaricato)			Annuario 1941-42		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
724	SalvioliFrancesco	Salvioli			Francesco			M					Scienze fisiche, matematiche e naturali		Esercitazioni di Chimica fisica 			Esercitazioni di chimica fisica (incaricato)			Annuario 1941-42		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
725	MacciottaEnrico	Macciotta			Enrico			M					Scienze fisiche, matematiche e naturali		Chimica organica per farmacisti e naturalisti 			Chimica organica per farmacisti e naturalisti (incaricato)			Annuario 1942-43		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
726	RossettiVasco	Rossetti			Vasco			M					Scienze fisiche, matematiche e naturali; Ingegneria mineraria		Geochimica; Petrografia			Geochimica (incaricato). Petrografia (Ing. Mineraria, incaricato); 			Annuario 1942-43		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
727	MusaioLuigi	Musaio			Luigi			M					Farmacia		Chimica Farmaceutica e Tossicologia			Musaio / Musajo			Annuario 1942-43		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
728	AlessioLuigi	Alessio			Luigi			M					Scienze fisiche, matematiche e naturali; Ingegneria mineraria		Disegno; Architettura tecnica			Disegno (supplente). Architettura tecnica (facoltà di ingegneria, incaricato)			Annuario 1943-44		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
729	ComaschiCariaIda	Comaschi	Caria		Ida			F	Meana Sardo	1911-08-22	Cagliari	1987-09-12	Scienze fisiche, matematiche e naturali		Geologia; Paleontologia			Nata a Meana Sardo (Nuoro) il 22 agosto 1911, Ida Caria si distinse presso l’Università di Cagliari già prima della laurea in Scienze Naturali, con la pubblicazione di una sua tesina sperimentale di botanica intitolata Fiori anomali di Primula acaulis Hill , e alla laurea con la tesi dal titolo Contributo alla geomorfologia del medio Flumendosa (Sardegna centrale), alla quale fu accordata la pubblicazione. Già dal corso di laurea, quindi, si manifestò la sua particolare tendenza alla ricerca scientifica che le procurò l’invito, nel 1939, ad intraprendere la carriera universitaria nell’ateneo cagliaritano. Dopo la pubblicazione della tesi di laurea, la sua attenzione si rivolse esclusivamente alla Paleontologia della Sardegna. Reputò subito opportuno porre mano alla conoscenza e al riordino di quanto in precedenza era stato pubblicato sui fossili della Sardegna e scaturì così l’idea di un catalogo illustrato sull'argomento. Ma quando tale lavoro era già ben avviato, il bombardamento del 28 febbraio 1943 colpì anche l'Istituto di Geologia, distruggendo appunti, manoscritti, disegni e materiale di studio.Ma Ida (già Comaschi Caria dopo il matrimonio con Cesare Comaschi), non si scoraggiò. In quello stesso anno divenne professoressa di Paleontologia e l’anno dopo fu chiamata a tenere, in sostituzione del titolare assente,l’insegnamento della Geologia per i corsi di Scienze Naturali e d'Ingegneria Mineraria nell'Università di Cagliari. Nell’immediato dopoguerra, superato lo scoraggiamento per il materiale perduto, riprese le ricerche per la redazione del suo progetto di un catalogo di fossili, sino alla pubblicazione del voluminoso catalogo “I fossili della Sardegna” (1949). Tale catalogo costituisce ancora oggi la base necessaria per le ricerche paleontologiche in Sardegna per quel che riguarda le pubblicazioni anteriori al 1949. L’esperienza della sistemazione e gestione del materiale dell’Istituto durante e dopo la guerra non fu l’unica di questo tipo. Infatti, nel 1956 eseguì una ricognizione di tutti i campioni di rocce e fossili che giacevano in uno scantinato dell’Università centrale. Per la mole e utilità del lavoro, ricevette un riconoscimento ufficiale dal rettore di allora, Giuseppe Peretti. Prima di ottenere la Direzione dell’Istituto di Geologia e Paleontologia, traguardo del 1974, fecero notizia i suoi studi su “L’elefante nano del Quaternario di Gonnesa (Sardegna sud-occidentale)” (1968) e di nuovi resti di scimmia, sempre del Quaternario, trovati da un cavatore e da lei pubblicati nel 1970. Le ultime pubblicazioni della Comaschi Caria furono le più corpose, con monografie su echinidi, pettinidi e pesci del Miocene della Sardegna (1972-1973), splendidamente illustrate e dedicate anche alla divulgazione, spesso tralasciata da altri grandi studiosi, con il suo “Storia e vicende del Museo geopaleontologico Domenico Lovisato dell’Università di Cagliari” (1979), che contribuì a far conoscere meglio anche le vite dei celebri Alberto Lamarmora e Domenico Lovisato. Infine, quello che potrebbe essere considerato il suo capolavoro, “Animali e piante fossili della Sardegna” (1986, terza edizione), forte di ben 51 tavole e 107 pagine che includevano anche una “Guida-breve allo studio della Paleontologia”. Quest’ultimo lavoro, unico nel suo genere, ha avuto una notevole accoglienza, tanto da raggiungere in breve tempo svariate edizioni e rappresentare una degna conclusione di una carriera scientifica più unica che rara. Un anno dopo la terza edizione del suo libro, nel 12 settembre 1987, Ida Caria Comaschi si spense a Cagliari.	"Dopo la pubblicazione della tesi di laurea, la sua attenzione fu rivolta esclusivamente alla Paleontologia della Sardegna. Nell'immediato dopoguerra riprese il lavoro interrotto, sino alla pubblicazione del voluminoso catalogo “I fossili della Sardegna” (1949), sebbene privo della parte illustrativa perduta. Tale catalogo costituisce, ancora oggi, la base necessaria per le ricerche paleontologiche in Sardegna per quel che riguarda le pubblicazioni anteriori al 1949.Comaschi Caria aveva completato svariate altre pubblicazioni, trattando brachipodi, mammiferi, crostacei ed echinidi, concentrandosi sui fossili miocenici. Un certo scalpore fece il suo rinvenimento del primo mammifero terrestre del Miocene sardo, Amphitragulus boulangeri (di recente riclassificato come Amphitragulus quercyi), scoperta che fu oggetto anche di una comunicazione all’Accademia dei Lincei (1953). Sempre a quel periodo risalgono anche gli studi su rinvenimenti di cervidi del Quaternario e le sue segnalazioni di nuovi lembi di questo periodo in Sardegna, anche in zone in cui non era stato mai segnalato come a Orosei (“Prima segnalazione del Tirreniano fossilifero ad Orosei (Sardegna orientale), 1955). Seguì anche la sua scoperta di una nuova località fossilifera miocenica ricca di Echinidi del genere Amphiope, che l’ha portata alla revisione delle conoscenze precedenti e l’istituzione di una specie nuova, ancora valida oggi: Amphiope nuragica Comaschi Caria, nel 1955. Questo fu un anno particolarmente produttivo per la professoressa e ricercatrice, contando ben otto pubblicazioni, fra cui “I Crostacei Miocenici della Sardegna”, che determina le specie di numerosi esemplari e sintetizza le conoscenze dell’epoca.Prima di ottenere la Direzione dell’Istituto di Geologia e Paleontologia, traguardo del 1974, fecero notizia i suoi studi su “L’elefante nano del Quaternario di Gonnesa (Sardegna sud-occidentale)” (1968) e di nuovi resti di scimmia, sempre del Quaternario, trovati da un cavatore e da lei pubblicati nel 1970.
Le ultime pubblicazioni della Comaschi Caria furono le più corpose, con monografie su echinidi, pettinidi e pesci del Miocene della Sardegna (1972-1973), splendidamente illustrate e passando anche alla divulgazione, spesso tralasciata da altri grandi studiosi, con il suo “Storia e vicende del Museo geopaleontologico “Domenico Lovisato” dell’Università di Cagliari” (1979), che contribuì a conoscere meglio anche le vite dei celebri Alberto Lamarmora e Domenico Lovisato e infine quello che potrebbe essere considerato il suo capolavoro, “Animali e piante fossili della Sardegna” (1986, terza edizione), forte di ben 51 tavole e 107 pagine che includevano anche una “Guida-breve allo studio della Paleontologia”."		Annuario 1943-44; Rafael Alessandro Romo Mulas, I grandi studiosi della geologia di Cagliari: dai dati storico-scientifici alla divulgazione ICT, tesi di laurea in Scienze della Terra, Università degli Studi di Cagliari, a.a. 2017-18 (relatore: prof. Gian Luigi Pillola), pp. 50-54.		sì	no			no	no	sì	Laura Cogoni; Eleonora Todde	Eleonora Todde
730	MontaldoOscar	Montaldo			Oscar			M					Scienze fisiche, matematiche e naturali		Esercitazioni di Matematica per naturalisti; Istituzioni di Matematiche I per chimici			Esercitazioni di matematica per naturalisti (incaricato); Istituzioni di matematiche I per chimici (incaricato); 			Annuario 1943-44		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
731	PazzagliaLorenzo	Pazzaglia			Lorenzo			M					Scienze fisiche, matematiche e naturali; Medicina e Chirurgia		Chimica delle fermentazioni			Chimica delle fermentazioni (incaricato); libero docente di Chimica bromatologica (Farmacia, Decreto Regio di abilitazione 6 febbraio 1943).			Annuario 1943-44		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
732	PicassoEttore	Picasso			Ettore			M					Scienze fisiche, matematiche e naturali		Analisi algebrica e matematica; Geometria analitica			Analisi algebrica e matematica; Geometria analitica; 			Annuario 1943-44		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
733	PirisiRenzo	Pirisi			Renzo			M					Scienze fisiche, matematiche e naturali; Medicina e Chirurgia		Esercitazioni Chimica fisica; Esercitazioni Chimica organica			Esercitazioni chimica fisica (incaricato); Esercitazioni chimica organica (incaricato); 			Annuario 1943-44		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
734	RomagninoMaria	Romagnino			Maria			F					Scienze fisiche, matematiche e naturali		Esercitazioni di Fisica sperimentale			Esercitazioni di fisica sperimentale ; 			Annuario 1943-44		sì	no			no	no		Laura Cogoni	Eleonora Todde
735	FiorentiniFrancesco	Fiorentini			Francesco			M					Farmacia		Botanica farmaceutica			Botanica farmaceutica (incaricato); 			Annuario 1943-44		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
736	AchenzaFrancesco	Achenza			Francesco			M					Scienze fisiche, matematiche e naturali		Esercitazioni di Chimica fisica; Chimica fisica 			Esercitazioni di chimica fisica (incaricato); Chimica fisica (incaricato); 			Annuario 1945-46		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
737	AdamoMarco	Adamo			Marco			M					Scienze fisiche, matematiche e naturali		Geometria analitica e proiettiva			Geometria analitica e proiettiva (incaricato); 			Annuario 1945-46		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
738	FedeleGiuliana	Fedele			Giuliana			F					Scienze fisiche, matematiche e naturali		Biologia generale			Biologia generale ; 			Annuario 1945-46		sì	no			no	no		Laura Cogoni	Eleonora Todde
739	LaduMario	Ladu			Mario			M					Scienze fisiche, matematiche e naturali		Esercizi di Fisica sperimentale; Spettroscopia			Esercizi di Fisica sperimentale (incaricato); Spettroscopia (incaricato); 			Annuario 1945-46		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
740	MartinoliGiuseppe	Martinoli			Giuseppe			M					Scienze fisiche, matematiche e naturali		Patologia vegetale			Patologia vegetale (incaricato); Libero docente di Botanica (Decreto Regio di abilitazione 23 luglio 1943); 			Annuario 1945-46		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
741	TemussiSalvatore	Temussi			Salvatore			M					Scienze fisiche, matematiche e naturali		Istituzioni di Matematiche per naturalisti; Matematica per chimici I			Istituzioni di matematiche per naturalisti (incaricato); Matematica per chimici I (incaricato); 			Annuario 1945-46		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
742	CinquiniCibrarioMaria	Cinquini	Cibrario		Maria			F					Scienze fisiche, matematiche e naturali		Analisi superiore; Matematiche superiori			Analisi superiore; Matematiche superiori; 			Annuario 1946-47;  E. Strickland, Scienziate d'Italia: diciannove vite per la ricerca, Donzelli Editore, 2011		sì	no			no	no		Laura Cogoni	Eleonora Todde
743	MancaNicolò	Manca			Nicolò			M					Scienze fisiche, matematiche e naturali		Esercitazioni di Fisica sperimentale			Esercitazioni di fisica sperimentale (incaricato); 			Annuario 1946-47		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
744	TruduRenato	Trudu			Renato			M					Scienze fisiche, matematiche e naturali		Misure elettriche			Misure elettriche (incaricato); 			Annuario 1946-47		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
745	GerbellaLuigi	Gerbella			Luigi			M					Ingegneria	Ingegneria mineraria	Arte mineraria			Arte mineraria. Preside della facoltà di Ingegneria mineraria dal 29 ottobre 1939 al 10 agosto 1940.			Annuario 1939-40		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
746	PetrucciGiuseppe	Petrucci			Giuseppe			M					Ingegneria	Ingegneria mineraria	Topografia con elementi di geodesia; Geofisica mineraria 			Topografia con elementi di geodesia (incaricato); Geofisica mineraria (incaricato)			Annuario 1939-40		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
747	PontilloMichele	Pontillo			Michele			M					Ingegneria	Ingegneria mineraria	Meccanica applicata alle macchine; Tecnologie generali 			Meccanica applicata alle macchine (incaricato); Tecnologie generali (incaricato)			Annuario 1939-40		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
748	VenbacherCarlo	Venbacher			Carlo			M					Ingegneria	Ingegneria mineraria	Fisica tecnica; Tecnologie generali e speciali 			Fisica tecnica (incaricato); Tecnologie generali e speciali (incaricato)			Annuario 1939-40		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
749	TessarottoMario	Tessarotto			Mario			M					Ingegneria	Ingegneria mineraria	Meccanica applicata alle macchine; Costruzione di macchine e Disegno di macchine.			Meccanica applicata alle macchine (ordinario); Costruzione di macchine e Disegno di macchine (incaricato); preside dal 29 ottobre 1940 al 31 dicembre 1942.			Annuario 1940-41		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
750	FabbrichesiRenato	Fabbrichesi			Renato			M					Ingegneria	Ingegneria mineraria	Architettura tecnica; Tecnologie speciali 			Architettura tecnica (straordinario); Tecnologie speciali (incaricato)			Annuario 1940-41		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
751	VoccaOttavio	Vocca			Ottavio			M					Ingegneria	Ingegneria mineraria	Macchine ordinario; Fisica tecnica; Meccanica applicata alle macchine			Macchine ordinario; Fisica tecnica (incaricato); Meccanica applicata alle macchine (supplente); preside dal 1 gennaio 1943 al 23 novembre 1943. preside dal 1 novembre 1944 al 			Annuario 1940-41		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
752	CartaMario	Carta			Mario			M					Ingegneria; Scienze fisiche, matematiche e naturali		Elettrotecnica I e II; Arte mineraria; Misure elettriche			Elettrotecnica I e II (incaricato); Arte mineraria (incaricato). Misure elettriche (Scienze fisiche, matematiche e naturali, incaricato).			Annuario 1940-41		sì	no			sì	no	no	Laura Cogoni; Eva Garau; Eleonora Todde	Eleonora Todde
753	PaccaAldo	Pacca			Aldo			M					Ingegneria	Ingegneria mineraria	Costruzione in legno, ferro e cemento armato 			Costruzione in legno, ferro e cemento armato (incaricato)			Annuario 1940-41		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
754	ZandaEnrico	Zanda			Enrico			M					Ingegneria	Ingegneria mineraria	Scienza delle costruzioni; Tecnologie speciali			Scienza delle costruzioni (incaricato); Tecnologie speciali (incaricato); 			Annuario 1940-41		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
755	CarnevaliFederico	Carnevali			Federico			M					Ingegneria	Ingegneria mineraria	Metallurgia e Metallografia 			Metallurgia e Metallografia (incaricato)			Annuario 1941-42		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
756	ZanaboniOsvaldo	Zanaboni			Osvaldo			M					Ingegneria	Ingegneria mineraria	Scienza delle costruzioni			Scienza delle costruzioni (straordinario)			Annuario 1942-43		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
757	BelluigiArnaldo	Belluigi			Arnaldo			M					Ingegneria	Ingegneria mineraria	Geofisica mineraria			Geofisica mineraria (straordinario)			Annuario 1942-43		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
758	MontaldoPaolo	Montaldo			Paolo			M					Ingegneria	Ingegneria mineraria	Idraulica; Geologia applicata			Idraulica (incaricato); Geologia applicata (incaricato); 			Annuario 1942-43		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
759	SobreroLuigi	Sobrero			Luigi			M					Ingegneria; Scienze fisiche, matematiche e naturali		Elettrotecnica; Fisica matematica 			Elettrotecnica (incaricato). Fisica matematica (Fac. Di Scienze, incaricato); 			Annuario 1942-43		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
760	TartariniWalter	Tartarini			Walter			M					Ingegneria	Ingegneria mineraria	Topografia 			Topografia (incaricato)			Annuario 1942-43		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
761	DenegriGiuseppe	Denegri			Giuseppe			M					Ingegneria	Ingegneria mineraria	Macchine; Esercitazioni di Macchine			Macchine (supplente); Esercitazioni di Macchine (incaricato); 			Annuario 1943-44		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
762	DigiesiDomenico	Digiesi			Domenico			M					Ingegneria; Magistero	Ingegneria mineraria	Topografia e Geofisica mineraria 			Topografia e Geofisica mineraria (supplente); 			Annuario 1943-44		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
763	PigaGiovanniBattista	Piga			Giovanni	Battista		M					Ingegneria	Ingegneria mineraria	Tecnica ed economia dei trasporti; Costruzioni in legno, ferro e cemento armato			Tecnica ed economia dei trasporti (incaricato); Costruzioni in legno, ferro e cemento armato (incaricato); 			Annuario 1943-44		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
764	BellisaiSeverino	Bellisai			Severino			M					Ingegneria	Ingegneria mineraria	Topografia e Geofisica mineraria			Topografia e Geofisica mineraria (incaricato); 			Annuario 1944-45		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
765	CrudeliGuido	Crudeli			Guido			M					Ingegneria	Ingegneria mineraria	Esercitazioni di Architettura tecnica			Esercitazioni di Architettura tecnica (incaricato); 			Annuario 1944-45		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
766	GandinVittorio	Gandin			Vittorio			M					Ingegneria	Ingegneria mineraria	Elettrotecnica			Elettrotecnica (incaricato); 			Annuario 1944-45		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
767	IossaFranco	Iossa			Franco			M					Ingegneria	Ingegneria mineraria	Scienza delle costruzioni; Costruzioni idrauliche			Scienza delle costruzioni (incaricato); Costruzioni idrauliche (incaricato); 			Annuario 1946-47		sì	no			no	no	no	Laura Cogoni	Eleonora Todde
768	ArrighiGiovanniFelice	Arrighi			Giovanni	Felice		M					Filosofia e Arti		Logica e Metafisica; Etica			Già professore di Retorica in Cagliari, a seguito della vacanza della cattedra di Logica e Metafisica all'Università, il 3 settembre 1766 fu nominato professore della stessa e alternativamente con il professore di Fisica sperimentale a quella di Etica, percependo lo stipendio di cento scudi sardi.				 ASUCa, USCa, RUSCa, Sezione I, s. 1.5, b. 13, n.1, cc. 42r-43r; 	sì	no			no	no	no	Laura Cogoni	Eleonora Todde
769	CordigliaGiuseppeMariano	Cordiglia			Giuseppe	Mariano		M	Cagliari				Filosofia e Arti		Logica e Metafisica; Etica			Cordiglia fu dottore di ambe Leggi, ee fu aggregato al Collegio di Teologia il 5 aprile 1769. A seguito alla partecipazione ad un concorso, il 29 agosto 1770 ottenne la cattedra di Logica e Metafisica, e la lettura dell'Etica alternativamente con il professore di Fisica sperimentale, percependo lo stipendio di 500 lire piemontesi. Suppliva il prefetto di Teologia in casi di impedimento del medesimo e fu nominato ufficialmente prefetto di Teologia dal 1°settembre 1782 per un sesennio. MORTO NEL 1789.		canonico nella Cattedrale di Cagliari?		ASUCa, USCa, RUSCa, Sezione I, s. 1.5, b. 13, n.1, cc. 54r-55r; 108r-109r; ivi, s. 2.1.1, b. 47, n. 1, cc. 2 	sì	no			no	no	no	Laura Cogoni	Eleonora Todde
770	CartaIsolaGiovanniStefano	Carta	Isola		Giovanni	Stefano		M	Cagliari	1743-12-18	Cagliari	1809-08-09	Filosofia e Arti		Logica e Metafisica; Etica			Giovanni Stefano Carta Isola nacque in Cagliari dagli onesti cittadini Salvatore e Teresa. Religioso della Minore Osservanza, coltivò con amore la filosofia, che insegnò per lunghi anni nell'ateneo della sua patria. Aggregato al Collegio di Filosofia e delle Arti il 22 febbraio 1770, Carta si distinse poi nel concorso per la cattedra vacante di Logica e Metafisica nella Regia Università di Cagliari, ottenendo la pluralità dei voti, pertanto fu nominato professore di Logica e Metafisica, con l'obbligo di dettare l'Etica alternativamente con quello di Fisica sperimentale, il 3 marzo 1780, con lo stipendio annuo di 500 lire di Piemonte. Fu nominato poi prefetto del Collegio di Teologia per un sesennio il 29 agosto 1800 (a partire dal 1°settembre). Morì in Cagliari all'età di 66 anni.		Il 19 agosto 1804 venne acclamato provinciale della Provincia cagliaritana, che governò per un triennio con prudenza e umanità straordinaria.	Effemeride Sarda: Col l'aggiunta d'alcuni cenni biografici, di Pietro Meloni Satta, pp. 42, 141, 148, 217	ASUCa, USCa, RUSCa, Sezione I, s. 1.5, b. 13, n.1, cc. 101v-102v; 177r-177v; ivi, s. 2.1.1, b. 47, n. 1, cc. 4	sì	no			no	no	no	Laura Cogoni	Eleonora Todde
771	BucchettiGiovanniAndrea	Bucchetti			Giovanni	Andrea		M	Arona				Filosofia e Arti		Geometria ed Aritmetica			Andrea Bucchetti / Buchetti d'Arona della Compagnia di Gesù, il 4 agosto 1764 fu nominato professore di Matematiche per la Regia Univerità degli studi di Cagliari. Poi sostituito da padre Virgilio Cavina nel 1770. Si recò poi a Cremona, dove era ormai stato soppresso il Collegio dei Gesuiti, da due secoli centro pulsante della cultura locale,ma ciò non aveva sminuito il prestigio di cui godevano quanti, tra gli ex-religiosi, si erano distinti come cultori delle lettere e delle scienze e come trasmettitori di cultura. Dei 24 religiosi appartenenti al collegio all’epoca della soppressione, sei rimasero a Cremona dove furono accolti da alcune famiglie notabili e talvolta impiegati come confessori nei monasteri femminili o come predicatori. Tra essi anche il Bucchetti.			G. Manno, Storia di Sardegna, Tomo III, Tipografia Elvetica, Cantone Ticino 1840. A. Mattone, G. Sanna, Settecento sardo e cultura europea, Lumi, società, istituzioni nella crisi dell'Antico Regime, Franco Angeli, Milano 2007 (ristampa). In ASUCa, Sezione I, s. 6 Patenti di nomina regia, b. 13, n. 25, cc 26r-27r: patente di nomina del 4 agosto 1764. Societa Storica Cremonese, Bollettino Storico Cremonese, fondato da Carlo Bonetti Agostino Cavalcabò Ugo Gualazzini, Nuova serie XIX (2013-2014), Cemona, Camera di Comm. Ind. Art., 2014, p. 77 nota 34.	ASUCa, USCa, RUSCa, Sezione I, s. 1.5, b. 13, n.1, cc. 26r-27r; c. 61v; 	sì	no			sì	no	no	Stella Barbarossa; Laura Cogoni; Eleonora Todde	Eleonora Todde
